,fall,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.707692308,2.707692308,1.303703704,1.303703704,1.303703704,1.303703704,1.303703704,1.303703704,1.303703704,1.303703704,1.303703704
960,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
970,0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,1.774193548,1.774193548,1.753488372,1.753488372,1.972413793,1.972413793,2.033333333,2.033333333,2.183333333,2.183333333,2.331428571,2.331428571,2.361157025,2.361157025,2.391338583,2.391338583,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388,2.445522388
990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.894444444,2.894444444,3.112121212,3.112121212,3.112244898,3.112244898,3.0828125,3.0828125,3.042105263,3.042105263,3.090909091,3.120879121,3.123584906,3.123584906,3.123584906,3.123584906,3.118181818,3.108064516,2.995070423,2.995070423,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065,3.065
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,2.88,2.743333333,2.743333333,2.486956522,2.486956522,2.267241379,2.267241379,2.171232877,2.171232877,2.32183908,2.32183908,2.415841584,2.415841584,2.408849558,2.408849558,2.4104,2.440625,2.440625,2.440625,2.440625,2.440625,2.440625,2.440625,2.440625,2.440625,2.440625
1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,0.866666667,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839,0.419354839
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,0,2,2,1.576923077,1.633333333,1.522727273,1.522727273,1.517857143,1.517857143,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647,1.294117647
1078,0,0,0,3.571428571,3.571428571,3.518518519,3.518518519,3.325581395,3.325581395,3.2,3.2,3.176470588,3.176470588,3.1875,3.1875,3.149462366,3.149462366,3.22952381,3.22952381,3.202542373,3.202542373,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935,3.23495935
1103,0,0,0,0,0,0,0,0,0,0,0,4,4,3.878787879,3.878787879,3.916666667,3.916666667,3.914754098,3.914754098,3.878947368,3.878947368,3.9,3.9,3.914018692,3.914018692,3.897478992,3.897478992,3.886259542,3.886259542,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154,3.853846154
1115,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
1183,0,0,0,0,0,0,0,0,0,0,0,2.533333333,2.533333333,2.321428571,2.321428571,2.474418605,2.474418605,2.372881356,2.372881356,2.447297297,2.447297297,2.415730337,2.415730337,2.289423077,2.289423077,2.284615385,2.284615385,2.340909091,2.340909091,2.376595745,2.376595745,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375
1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.35,1.536666667,1.536666667,1.622727273,1.622727273,1.913207547,1.913207547,1.975384615,1.975384615,1.6425,1.6425,1.691860465,1.691860465,1.875510204,1.875510204,1.946363636,1.946363636,1.874789916,1.874789916,1.838970588,1.838970588,1.904827586,1.904827586,1.922516556,1.922516556,1.922516556,1.922516556,1.922516556,1.922516556,1.922516556
1196,0,0,0,3.235294118,3.235294118,3.242424242,3.242424242,3.450980392,3.450980392,3.484848485,3.484848485,3.43902439,3.43902439,3.177083333,3.019417476,2.968376068,2.968376068,2.932061069,2.932061069,2.911564626,2.911564626,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625,2.930625
1199,0,0,0,0,0,0,0,2.4375,2.4375,2.46875,2.46875,2.47826087,2.47826087,2.409836066,2.409836066,2.370512821,2.370512821,2.457142857,2.457142857,2.517647059,2.517647059,2.53245614,2.53245614,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206,2.596183206
1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,2.05,2.14137931,2.14137931,2.297826087,2.297826087,2.432258065,2.432258065,2.41038961,2.41038961,2.506521739,2.506521739,2.558878505,2.558878505,2.561157025,2.561157025,2.561157025,2.561157025,2.561157025
1235,0,0,0,0,0,2.266666667,2.266666667,1.931034483,1.931034483,2.238095238,2.238095238,2.104166667,2.104166667,2.033333333,2.033333333,2.261111111,2.261111111,2.402380952,2.402380952,2.520833333,2.520833333,2.612962963,2.612962963,2.667479675,2.667479675,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962,2.748854962
1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05625,1.05625,1.269230769,1.269230769,1.594871795,1.594871795,1.965384615,1.965384615,2.1875,2.1875,2.227848101,2.201162791,2.057608696,2.057608696,2.057608696
1304,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74375,2.74375,2.366666667,2.366666667,2.589361702,2.589361702,2.616129032,2.616129032,2.757692308,2.757692308,2.873255814,2.969148936,3.001801802,3.001801802,3.001801802,3.001801802,3.065354331,3.065354331,3.065354331,3.065354331,3.065354331,3.065354331,3.065354331
1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.664705882,3.664705882,3.542424242,3.542424242,3.391836735,3.391836735,3.401492537,3.401492537,3.454761905,3.454761905,3.454761905,3.454761905,3.492857143,3.492857143,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818,3.548181818
1345,0,0,0,0,0,0,0,0,0,0,0,3.857142857,3.857142857,3.580645161,3.580645161,3.514583333,3.514583333,3.596825397,3.596825397,3.647435897,3.647435897,3.637777778,3.637777778,3.671568627,3.671568627,3.708695652,3.708695652,3.735384615,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383
1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.35,1.5875,1.5875,1.5875,1.5875,2.02972973,2.02972973,1.82826087,1.82826087,1.70862069,1.70862069,1.728571429,1.728571429,1.804819277,1.804819277,1.703125,1.703125,1.703125,1.703125,1.703125,1.703125,1.703125,1.703125,1.703125,1.703125,1.703125,1.703125,1.703125
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.766666667,2.766666667,2.766666667,2.766666667,2.017857143,2.017857143,1.765,1.765,1.534782609,1.534782609,1.534782609
1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.825,1.825,1.451724138,1.596875,2.011111111,2.011111111,1.905084746,1.905084746,1.895774648,1.895774648,2.008433735,2.008433735,2.040816327,2.040816327,2.063636364,2.063636364,2.109016393,2.109016393,2.150746269,2.150746269,2.150746269,2.150746269,2.150746269
1455,0,0,0,1.352941176,1.352941176,1.84375,1.84375,1.653061224,1.653061224,1.880597015,1.880597015,2.011764706,2.011764706,2.102040816,2.102040816,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743,1.945132743
1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.373333333,3.373333333,3.313333333,3.313333333,3.135555556,3.135555556,3.070491803,3.070491803,2.981818182,2.981818182,2.940860215,2.940860215,2.994339623,2.994339623,2.987288136,2.987288136,2.987288136,2.987288136,2.987288136,2.987288136,2.987288136,2.987288136,2.987288136
1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6625,2.6625,2.666666667,2.666666667,2.510204082,2.510204082,2.510204082,2.510204082,2.111111111,2.111111111,2.111111111,2.111111111,2.111111111,2.111111111,2.111111111
1544,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,3.005263158,2.728,2.728,2.828205128,2.828205128,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392,2.850980392
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417647059,1.417647059,0.831034483,0.831034483,0.831034483,0.831034483,0.831034483,0.831034483,0.653488372,0.653488372,0.653488372,0.653488372,0.653488372,0.653488372,0.653488372,0.653488372,0.653488372,0.653488372,0.653488372
1579,0,0,0,2.666666667,2.666666667,2.222222222,2.222222222,2.219512195,2.219512195,1.963636364,1.963636364,2.059701493,2.059701493,2.074074074,2.074074074,2.21875,2.21875,2.154054054,2.154054054,2.238095238,2.238095238,2.178417266,2.178417266,2.178417266,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648,2.195774648
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.886666667,2.886666667,2.806666667,2.806666667,2.582978723,2.582978723,2.5375,2.5375,2.705,2.705,2.782978723,2.782978723,2.707476636,2.707476636,2.707476636
1614,0,0,0,0,0,0,0,3.466666667,3.466666667,3.266666667,3.266666667,2.956521739,2.956521739,3.016393443,3.016393443,3.064102564,3.064102564,3.051578947,3.051578947,3.075925926,3.075925926,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127,3.126984127
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.442857143,2.442857143,1.168421053,1.168421053,1.3375,1.3375,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273,0.972727273
1623,0,0,0,2.636363636,2.636363636,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333,0.533333333
1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50625,2.50625,2.209090909,2.209090909,1.961702128,1.961702128,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,2.72,2.43,2.43,2.664285714,2.664285714,2.542105263,2.542105263,2.601449275,2.601449275,2.535632184,2.535632184,2.610576923,2.610576923,2.564166667,2.564166667,2.61221374,2.61221374,2.61221374,2.61221374,2.61221374,2.61221374,2.61221374
1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.54,3.475,3.475,3.411111111,3.411111111,3.433333333,3.433333333,3.519480519,3.519480519,3.532608696,3.542857143,3.564912281,3.564912281,3.595384615,3.595384615,3.595384615,3.595384615,3.595384615
1704,0,0,0,0,0,0,0,0,0,0,0,2.875,2.875,2.966666667,2.966666667,3.282978723,3.282978723,3.310769231,3.310769231,3.31625,3.31625,3.279591837,3.279591837,3.375862069,3.375862069,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8375,1.8375,2.084375,2.084375,1.504255319,1.504255319,1.504255319
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,0,0,0,0,0,0,0,0,0,0,0,3,3,2.71875,2.71875,2.557777778,2.557777778,2.504918033,2.504918033,2.473076923,2.473076923,2.374193548,2.374193548,2.465714286,2.465714286,2.476923077,2.476923077,2.561538462,2.561538462,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,1.38,1.748275862,1.748275862,1.990243902,1.990243902,2.32962963,2.32962963,2.522857143,2.522857143,2.597590361,2.597590361,2.597590361
1832,0,0,0,0,0,0,0,1.714285714,1.714285714,2.307692308,2.307692308,2.16,2.16,2.27027027,2.27027027,2.16122449,2.16122449,2.129508197,2.129508197,2.144736842,2.144736842,2.239130435,2.239130435,2.260576923,2.260576923,2.275833333,2.275833333,2.275833333,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106,2.310569106
1833,0,0,0,0,0,0,0,2.5,2.5,2.258064516,2.258064516,2.159090909,2.159090909,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544,1.807017544
1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9125,2.9125,2.809375,2.809375,2.812765957,2.812765957,2.795238095,2.795238095,2.851898734,2.851898734,2.843617021,2.843617021,2.894545455,2.894545455,2.963709677,2.963709677,2.958088235,2.958088235,2.958088235,2.958088235,2.958088235,2.958088235,2.958088235,2.958088235,2.958088235,2.958088235,2.958088235
1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,0,0,0,2.266666667,2.266666667,1.259259259,1.03030303,1.03030303,1.03030303,1.608695652,1.608695652,1.587301587,1.587301587,1.743589744,1.743589744,1.85106383,1.85106383,2.039449541,2.039449541,2.073387097,2.073387097,2.073387097,2.073387097,2.016030534,2.016030534,1.997122302,1.997122302,1.997122302,1.997122302,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897,2.026206897
1901,0,0,0,0,0,0,0,2.1875,2.1875,2.133333333,2.133333333,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667,1.666666667
1904,0,0,0,2.882352941,2.882352941,2.84375,2.84375,2.644444444,2.644444444,2.766666667,2.766666667,2.756756757,2.756756757,2.681818182,2.681818182,2.621,2.621,2.688695652,2.688695652,2.714393939,2.714393939,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965,2.765034965
1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236363636,1.236363636,1.934782609,1.934782609,1.83030303,1.83030303,2.162222222,2.162222222,2.436666667,2.51969697,2.676829268,2.676829268,2.739175258,2.739175258,2.739175258,2.747,2.747
1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1,2.938709677,2.938709677,2.70625,2.70625,2.633333333,2.633333333,2.512658228,2.512658228,2.491752577,2.491752577,2.560526316,2.560526316,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664,2.609923664
1939,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276
1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69375,3.69375,3.662068966,3.662068966,3.655555556,3.655555556,3.671186441,3.671186441,3.58,3.58,3.496666667,3.496666667,3.500943396,3.500943396,3.537815126,3.537815126,3.537815126,3.537815126,3.537815126
1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3.972727273,3.972727273,3.929411765,3.929411765,3.932835821,3.932835821,3.921428571,3.921428571,3.904,3.904,3.83826087,3.83826087,3.84765625,3.84765625,3.841549296,3.841549296,3.855769231,3.855769231,3.855769231,3.855769231,3.855769231
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.406666667,3.406666667,3.55483871,3.55483871,3.608695652,3.608695652,3.627419355,3.627419355,3.684810127,3.684810127,3.715789474,3.715789474,3.689189189,3.689189189,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049,3.704878049
2018,0,0,0,0,0,0,0,0,0,0,0,2.3125,2.3125,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,1.15625,1.631818182,1.942307692,2.0328125,2.0328125,2.002597403,2.002597403,1.857303371,1.857303371,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612,1.726530612
2046,0,0,0,0.8125,0.8125,1.066666667,1.066666667,1.255813953,1.255813953,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474,1.315789474
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,3.34,3.55483871,3.55483871,3.7125,3.7125,3.731818182,3.731818182,3.67037037,3.67037037,3.617346939,3.617346939,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699,3.546017699
2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.653846154,1.653846154,2.54,2.54,2.3375,2.3375,2.572727273,2.572727273,2.724285714,2.724285714,2.926190476,2.926190476,3.030851064,3.030851064,3.08,3.08,3.08,3.08,3.08
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,3.08,2.835483871,2.835483871,2.689583333,2.689583333,2.8296875,2.8296875,2.965853659,2.965853659,2.971428571,2.971428571,3.081578947,3.081578947,3.1216,3.1216,3.1216,3.1216,3.1216,3.1216,3.1216,3.1216,3.1216
